Rank,Company,Growth,Industry,Revenue ($M),State,City,Metro,Times on List
4211,Star Staffing Alpena,74%,Human Resources,2.39,Michigan,Alpena,"Alpena,MI",1
4212,Urban Betty,74%,Retail,3.39,Texas,Austin,Austin,2
4213,Boca Beauty Academy,74%,Education,5.18,Florida,Boca Raton,Miami,5
4214,Glen Eagle,74%,Financial Services,5.18,New Jersey,Kingston,New York,1
4215,2:20 Marketing Group /Xurli,74%,Advertising & Marketing,5.21,Utah,Saint George,"St. George,UT",2
4216,Ob Hospitalist Group,74%,Health,226.83,South Carolina,Greenville,Greenville,7
4217,TechCXO,73%,Business Products & Services,23.56,Georgia,Atlanta,Atlanta,11
4218,Birds Barbershop,73%,Consumer Products & Services,9.03,Texas,Austin,Austin,9
4219,Arke Systems,73%,Advertising & Marketing,14.51,Georgia,Atlanta,Atlanta,5
4220,Stomping Ground Photography,73%,Consumer Products & Services,2.77,New York,Brooklyn,New York,3
4221,Jackrabbit Technologies,73%,Software,13.51,North Carolina,Huntersville,Charlotte,9
4222,Freight Hub Group,73%,Logistics & Transportation,16.29,Florida,Miami,Miami,1
4223,Jonathan's Grille,73%,Food & Beverage,24.40,Tennessee,Franklin,Nashville,7
4224,Jones PR,73%,Advertising & Marketing,5.04,Oklahoma,Oklahoma City,Oklahoma City,5
4225,ApplicantPro,73%,Human Resources,12.28,Utah,Eagle Mountain,Provo,7
4226,Open Dealer Exchange,73%,Software,98.98,Michigan,Farmington Hills,Detroit,1
4227,Oklahoma Forge,73%,Manufacturing,29.40,Oklahoma,tulsa,Tulsa,5
4228,SupplyCore,73%,Government Services,446.54,Illinois,Rockford,"Rockford,IL",9
4229,DRT Strategies,73%,Government Services,65.56,Virginia,Arlington,"Washington,DC",10
4230,Legend Medical,73%,Health,11.59,New Jersey,Pennsauken,Philadelphia,2
4231,Altitude Marketing,73%,Advertising & Marketing,2.62,Pennsylvania,Emmaus,Allentown,1
4232,Golftec,73%,Consumer Products & Services,59.52,Colorado,Englewood,Denver,9
4233,DBSync,73%,Software,2.05,Tennessee,Brentwood,San Francisco,1
4234,MiCamp Solutions,73%,Financial Services,11.50,Arizona,Scottsdale,Phoenix,1
4235,Media Minefield,73%,Advertising & Marketing,2.49,Minnesota,Minnetonka,Minneapolis,2
4236,Homeside Financial,73%,Financial Services,69.93,Maryland,Columbia,Columbus,2
4237,Accord Group,73%,Construction,50.31,Missouri,Lee's Summit,Kansas City,2
4238,nexVortex,73%,Telecommunications,22.47,Florida,Boca Raton,"Washington,DC",9
4239,Westminster American Insurance Company,73%,Insurance,26.14,Maryland,Owings Mills,Baltimore,5
4240,Cable Ties Unlimited,73%,Business Products & Services,3.47,Ohio,Brunswick,Cleveland,4
4241,P.Q.D. International,73%,Manufacturing,7.19,Texas,Plano,Dallas,1
4242,Woolley Robertson Group,73%,Software,7.45,California,Huntington Beach,Los Angeles,6
4243,Robinson Air,73%,Construction,2.74,Oklahoma,Lawton,"Lawton,OK",1
4244,Investigroup Limited Liability Company,73%,Business Products & Services,2.60,New Jersey,HILLSIDE,New York,1
4245,Authentic Custom Homes,73%,Real Estate,17.28,Oklahoma,Edmond,Oklahoma City,1
4246,Saxum,73%,Advertising & Marketing,12.24,Oklahoma,Oklahoma City,Oklahoma City,9
4247,BoardPaq,73%,Software,3.22,Missouri,Saint Charles,St. Louis,3
4248,SBS CyberSecurity,73%,Financial Services,10.13,South Dakota,Madison,"Sioux Falls,SD",7
4249,New City Moving,73%,Logistics & Transportation,10.63,Illinois,Chicago,Chicago,1
4250,30 Point Strategies,73%,Advertising & Marketing,4.65,Maryland,Bethesda,"Washington,DC",2
4251,Towner Communications,72%,Telecommunications,2.02,Kansas,Mission,Kansas City,1
4252,KRG Technologies,72%,IT Management,91.43,California,Valencia,Los Angeles,5
4253,Trademasters Service,72%,Business Products & Services,28.84,Virginia,Lorton,"Washington,DC",2
4254,The Icebox,72%,Business Products & Services,31.12,Georgia,Atlanta,Atlanta,4
4255,GMF Steel Group,72%,Construction,35.97,Florida,Lakeland,Lakeland,2
4256,First Line Technology,72%,Manufacturing,10.40,Virginia,Chantilly,"Washington,DC",4
4257,Proforma Add-a-Line,72%,Business Products & Services,4.17,Ohio,Lima,"Lima,OH",1
4258,The Complete Child,72%,Education,2.22,Colorado,Colorado Springs,"Colorado Springs,CO",1
4259,Web Shop Manager,72%,Software,3.30,California,San Diego,San Diego,2
4260,Integrity Services,72%,Business Products & Services,19.33,Massachusetts,Wakefield,Boston,6
4261,Pine Grove Financial Group,72%,Financial Services,2.21,Minnesota,St Paul,Minneapolis,1
4262,Stone Resource Group,72%,Human Resources,22.52,Georgia,Roswell,Atlanta,6
4263,Planet DDS,72%,Software,10.21,California,Newport Beach,Los Angeles,2
4264,Discovery Health Partners,72%,Health,29.19,Illinois,Itasca,Chicago,6
4265,Resource Communications Group,72%,Telecommunications,2.72,Tennessee,Franklin,Nashville,1
4266,Window World of Baton Rouge,72%,Construction,87.55,Louisiana,Baton Rouge,Baton Rouge,6
4267,Freedom Specialty Services,72%,Business Products & Services,2.95,New Jersey,Westville,Philadelphia,2
4268,Midwest Prototyping,72%,Manufacturing,7.75,Wisconsin,Blue Mounds,Madison,8
4269,SEBPO,72%,Business Products & Services,8.46,New Jersey,Marlton,Philadelphia,5
4269,Devada,72%,Software,10.03,North Carolina,Cary,Raleigh,1
4270,Consolidus,72%,Advertising & Marketing,5.08,Ohio,Akron,"Akron,OH",3
4271,CrossCountry Consulting,72%,Business Products & Services,76.28,Virginia,McLean,"Washington,DC",4
4272,Executive Speakers Bureau,72%,Business Products & Services,10.61,Tennessee,Collierville,Memphis,3
4273,Charlesgate Realty Group,72%,Real Estate,10.10,Massachusetts,Boston,Boston,1
4274,iMobile,72%,Telecommunications,319.53,New York,Plainview,New York,1
4275,Eclat Health Solutions,72%,Health,5.23,Virginia,Herndon,"Washington,DC",1
4276,The Payroll Company (TPC),72%,Human Resources,6.05,Missouri,Springfield,Springfield,4
4277,Applied Training Solutions,72%,Government Services,11.93,Virginia,Hampton,Pittsburgh,2
4278,Brio Benefit Consulting,72%,Insurance,5.64,New York,New York,New York,1
4279,JazzHR,72%,Software,9.10,Pennsylvania,Pittsburgh,Boston,3
4280,ReEmployAbility,72%,Insurance,7.88,Florida,Tampa,Tampa,6
4281,CoDev,72%,Human Resources,4.98,Utah,LEHI,Provo,2
4282,Milo's Tea Company,72%,Food & Beverage,110.16,Alabama,Birmingham,Birmingham,1
4283,Cook Security Group,72%,Security,67.13,Oregon,Portland,Portland,1
4284,Alliance Resource Group,71%,Human Resources,6.76,California,Irvine,Los Angeles,2
4285,Beauty Solutions,71%,Consumer Products & Services,20.34,California,Santa Cruz,"Santa Cruz-Watsonville,CA",1
4286,Mathys+Potestio,71%,Human Resources,13.83,Oregon,Portland,Portland,4
4287,The Northbridge Companies,71%,Health,85.55,Massachusetts,Burlington,Boston,3
4288,Thriveon,71%,IT Services,4.14,Minnesota,NEW ULM,"Mankato-North Mankato,MN",1
4289,Advanced Strategic Enterprise Concepts 3,71%,Government Services,9.61,Virginia,Reston,"Washington,DC",4
4290,1st Choice Roofing Company,71%,Construction,4.39,Ohio,Cleveland,Cleveland,1
4291,LBA Haynes Strand,71%,Financial Services,11.71,North Carolina,Matthews,Charlotte,6
4292,Ardent Learning,71%,Business Products & Services,14.52,New York,ROCHESTER,Rochester,2
4293,IronEdge Group,71%,IT Management,7.79,Texas,Houston,Houston,3
4294,Jewel Branding & Licensing,71%,Advertising & Marketing,2.29,Georgia,Brookhaven,Atlanta,1
4295,The Advocates,71%,Consumer Products & Services,11.95,Utah,Salt Lake City,Salt Lake City,1
4296,Barra & Associates,71%,Insurance,5.98,Illinois,Itasca,Chicago,2
4297,InVision Security,71%,Security,10.84,Pennsylvania,King of Prussia,Philadelphia,3
4298,FC Construction Services,71%,Construction,14.86,Texas,Dallas,Dallas,4
4299,Orion Technologies,71%,Engineering,8.00,Florida,Orlando,Orlando,3
4300,ITility,71%,Government Services,44.79,Virginia,Herndon,"Washington,DC",4
4301,Health Perspectives Group,71%,Advertising & Marketing,23.36,Washington,Seattle,Seattle,3
4302,The Dirt Connection,71%,Construction,4.42,California,Oceanside,San Diego,3
4303,Nayamode,71%,Advertising & Marketing,15.12,Washington,redmond,Seattle,2
4304,Excel Education Systems,71%,Education,2.59,Minnesota,Plymouth,Minneapolis,1
4305,Solvaria,71%,IT Management,4.09,Virginia,Henrico,Richmond,3
4306,Ascii Group,71%,IT Services,23.01,Michigan,Farmington,Detroit,1
4307,XeteX,71%,Manufacturing,21.94,Minnesota,Minneapolis,Minneapolis,8
4308,Dynamit,71%,IT System Development,15.00,Ohio,Columbus,Columbus,6
4309,Morales Group,71%,Human Resources,124.77,Indiana,Indianapolis,Indianapolis,5
4310,Swisstrax Corporation,71%,Consumer Products & Services,8.58,California,Indio,Inland Empire,1
4311,Econologics Financial Advisors,71%,Financial Services,3.40,Florida,Largo,Tampa,1
4312,Monumetric,71%,Advertising & Marketing,10.38,Utah,Farmington,Ogden,1
4313,Mountain Construction and Management Denver Division,71%,Construction,10.82,Colorado,Thornton,Denver,1
4314,ExactCare Pharmacy,71%,Health,203.42,Ohio,Valley View,Cleveland,6
4315,Corbett Technology Solutions,71%,Telecommunications,73.46,Virginia,Chantilly,"Washington,DC",1
4316,Crabtree-Rowe & Berger,71%,Financial Services,4.60,Alabama,Huntsville,Huntsville,1
4317,Bluetree Network,71%,IT Services,51.24,Wisconsin,Madison,Madison,3
4318,Powerblanket,71%,Manufacturing,11.30,Utah,Salt Lake City,Salt Lake City,1
4319,The Firm Advisors,70%,Business Products & Services,2.71,Nebraska,Omaha,Omaha,1
4320,V Digital Services,70%,Advertising & Marketing,13.13,Arizona,Phoenix,Phoenix,3
4321,Premier Graphics,70%,Business Products & Services,20.80,Connecticut,Stratford,Bridgeport,5
4322,Blair Technology Group,70%,Computer Hardware,18.73,Kentucky,Covington,Cincinnati,1
4323,Southern RV,70%,Retail,12.90,Georgia,McDonough,Atlanta,2
4324,Crosslin Technologies,70%,IT Management,2.39,Tennessee,Nashville,Nashville,3
4325,Precision Medical Products,70%,Health,27.32,California,Rocklin,Sacramento,1
4326,StackCommerce,70%,Business Products & Services,46.52,California,Venice,Los Angeles,2
4327,Oxagile,70%,Software,11.61,New York,New York,New York,7
4328,Etica,70%,IT Management,2.73,California,San Marcos,San Diego,1
4329,MyITpros,70%,IT Management,6.62,Texas,Austin,Austin,4
4330,Eanes Heating and Air,70%,Construction,11.71,North Carolina,High Point,"Greensboro-High Point,NC",2
4331,Access Insurance Underwriter,70%,Insurance,2.84,Florida,Fort Lauderdale,Miami,1
4332,Clarendon Partners,70%,Financial Services,3.69,Virginia,Arlington,"Washington,DC",1
4333,ProHome Metro DC,70%,Construction,3.01,Virginia,Catlett,"Washington,DC",1
4334,VOX Network Solutions,70%,Telecommunications,60.32,California,Brisbane,San Francisco,10
4335,ITEGRIA,70%,IT Management,3.47,Illinois,Northbrook,Chicago,4
4336,Timber Industries,70%,Manufacturing,4.87,Maryland,Cockeysville,Baltimore,1
4337,G&A Partners,70%,Human Resources,"2,161.74",Texas,Houston,Houston,14
4338,Phipps Reporting,70%,Business Products & Services,10.61,Florida,West Palm Beach,Miami,6
4339,Insurance Services Group of the Southeast,70%,Insurance,2.68,Florida,ST PETERSBURG,Tampa,3
4340,Burnham Benefits Insurance Services,70%,Insurance,35.96,California,Irvine,Los Angeles,7
4341,Lighthouse Lab Services,70%,Health,5.15,North Carolina,Holly Springs,Raleigh,2
4342,Covenant Eyes,70%,Software,23.05,Michigan,Owosso,"Owosso,MI",9
4343,Integrated Payroll Services,70%,Financial Services,8.57,Missouri,St. Louis,St. Louis,7
4344,Caring Commercial Cleaning,70%,Business Products & Services,2.82,Texas,Sugar Land,Houston,1
4345,Compunnel Software Group,70%,Human Resources,191.09,New Jersey,Plainsboro,New York,9
4346,Capstone Consulting,70%,IT Management,14.97,Nebraska,Omaha,Omaha,3
4347,Litigation Services,70%,Business Products & Services,64.46,Nevada,Las Vegas,Las Vegas,6
4348,United Franchise Group,70%,Business Products & Services,56.65,Florida,West Palm Beach,Miami,1
4349,Everlasting Capital,70%,Financial Services,2.53,New Hampshire,Rochester,Boston,2
4350,Stria,70%,Business Products & Services,6.12,California,Bakersfield,"Bakersfield,CA",4
4351,Taylor's Natural Green Lawn,69%,Consumer Products & Services,2.03,Illinois,Princeton,"Ottawa-Streator,IL",1
4352,The Rainmaker Group,69%,Software,15.04,Georgia,Alpharetta,Atlanta,8
4353,Fidelus Technologies,69%,IT Services,68.96,New York,New York,New York,1
4354,Right Sized Solutions,69%,Government Services,2.72,Virginia,Sterling,"Washington,DC",2
4355,N&L Investment Corp,69%,Construction,12.19,Arizona,PHOENIX,Phoenix,1
4356,Republic Bank of Chicago,69%,Financial Services,109.50,Illinois,Oak Brook,Chicago,2
4357,K & P Enterprises,69%,Construction,7.65,Tennessee,Knoxville,"Knoxville,TN",3
4358,tap|QA,69%,Software,20.47,Minnesota,St Louis Park,Minneapolis,5
4359,TPI Efficiency,69%,Business Products & Services,6.63,Ohio,Cleveland,Cleveland,3
4360,SPOL,69%,Software,2.51,Florida,Coral Springs,Miami,1
4361,VS carriers,69%,Logistics & Transportation,52.47,Illinois,Lake in the Hills,Chicago,1
4362,Hillmann Consulting,69%,Environmental Services,29.26,New Jersey,Union,New York,1
4363,Top Class Actions,69%,Consumer Products & Services,2.29,Arizona,Phoenix,Phoenix,1
4364,Brilliant Infotech,69%,Software,2.95,New Jersey,Edison,New York,2
4365,Medication Management Partners,69%,Health,19.98,Illinois,Crestwood,Chicago,3
4366,Consumer Cellular,69%,Telecommunications,"1,000.35",Oregon,Portland,Portland,11
4367,OneSource Virtual,69%,Business Products & Services,123.92,Texas,Dallas,Dallas,7
4368,The Wireless Experience,69%,Retail,114.23,New Jersey,Manahawkin,New York,4
4369,THS Constructors,69%,Construction,52.17,South Carolina,Greenville,Greenville,1
4370,Milk + Honey,69%,Consumer Products & Services,19.30,Texas,Austin,Austin,10
4371,Seattle Coffee Gear,69%,Retail,27.84,Washington,Lynnwood,Seattle,6
4372,Netrepid,69%,IT Management,3.74,Pennsylvania,Harrisburg,"Harrisburg-Carlisle,PA",2
4373,Service Professor,69%,Consumer Products & Services,8.51,Michigan,Grand Rapids,"Grand Rapids-Kentwood,MI",5
4374,UIS,69%,Business Products & Services,17.22,Michigan,Dexter,Ann Arbor,1
4375,Edwards Performance Solutions,69%,Business Products & Services,14.85,Maryland,Elkridge,Baltimore,10
4376,Maverick Networks,69%,Telecommunications,5.13,California,Folsom,San Francisco,3
4377,Impiger Technologies,69%,Software,8.50,Texas,Richardson,Dallas,4
4378,UPS Protection,69%,IT Services,2.87,California,anaheim,Los Angeles,3
4379,Immersion Active,69%,Advertising & Marketing,4.65,Maryland,Frederick,"Washington,DC",2
4380,PharmaLogics Recruiting,69%,Human Resources,11.37,Massachusetts,Quincy,Boston,6
4381,Mortgage Capital Trading,69%,Business Products & Services,19.22,California,San Diego,San Diego,9
4382,Five Star Connect,69%,Software,2.43,Utah,Spanish Fork,Provo,1
4383,Canale Communications,69%,Media,7.59,California,San Diego,San Diego,2
4384,CleanChoice Energy,69%,Energy,94.83,Washington DC,Washington,"Washington,DC",3
4385,Innovative Enterprises,69%,Business Products & Services,19.73,Virginia,Newport News,Virginia Beach,7
4386,GNT Solutions,69%,IT Management,5.08,California,Sacramento,Sacramento,3
4387,Professional Capital Services,68%,Financial Services,19.30,Pennsylvania,Philadelphia,Philadelphia,12
4388,24Hr HomeCare,68%,Health,79.74,California,El Segundo,Los Angeles,7
4389,NewMark Merrill Companies,68%,Real Estate,242.52,California,Woodland Hills,Los Angeles,1
4390,Fluid-Aire Dynamics,68%,Manufacturing,10.29,Illinois,Schaumberg,Chicago,2
4391,Faye Business Systems Group,68%,Software,8.14,California,Woodland Hills,Los Angeles,6
4392,Custom Tree Care,68%,Construction,5.47,Kansas,Topeka,"Topeka,KS",5
4393,Lumark Technologies,68%,Government Services,10.74,Virginia,Fairfax,"Washington,DC",5
4394,Primal Health,68%,Health,19.44,Texas,Allen,Dallas,4
4395,Coast Professional,68%,Financial Services,83.47,New York,Geneseo,Rochester,6
4396,ReminderMedia,68%,Advertising & Marketing,39.34,Pennsylvania,King of Prussia,Philadelphia,4
4397,College Hunks Hauling Junk & Moving of Long Island,68%,Logistics & Transportation,5.01,New York,Bohemia,New York,2
4398,Akorbi,68%,Business Products & Services,39.29,Texas,Plano,Dallas,4
4399,MotherG,68%,IT Management,5.68,Illinois,Itasca,Chicago,3
4400,JusbyJulie.com,68%,Food & Beverage,16.08,New York,Brooklyn,New York,1
4401,Blue Microphones,68%,Consumer Products & Services,62.98,California,WESTLAKE VILLAGE,Oxnard,10
4402,NexDine,68%,Food & Beverage,35.34,Massachusetts,Mansfield,Providence,1
4403,Comprehensive Finance,68%,Financial Services,3.98,Texas,Grapevine,Dallas,1
4404,Trideum Corporation,68%,Government Services,27.68,Alabama,Huntsville,Huntsville,7
4405,V-Soft Consulting Group,68%,IT Management,120.06,Kentucky,Louisville,Louisville,12
4406,EXB Solutions,68%,Software,20.67,Minnesota,Plymouth,Minneapolis,5
4407,ListEngage,68%,Advertising & Marketing,7.57,Massachusetts,Framingham,Boston,5
4408,MasteryPrep,68%,Education,6.96,Louisiana,Baton Rouge,Baton Rouge,4
4409,Forthea Interactive,68%,Advertising & Marketing,7.86,Texas,Houston,Houston,3
4410,Morgan Properties,68%,Real Estate,692.49,Pennsylvania,King of Prussia,Philadelphia,2
4411,First Flight Solutions,68%,Logistics & Transportation,11.91,North Carolina,Emerald Isle,"Morehead City,NC",6
4412,Blend360,68%,Advertising & Marketing,19.24,Maryland,Columbia,New York,1
4413,Illegal Pete's,68%,Food & Beverage,28.26,Colorado,Denver,Denver,2
4414,Whereoware,68%,Advertising & Marketing,13.76,Virginia,Chantilly,"Washington,DC",3
4415,Insurance Brokers West,68%,Insurance,2.17,California,Moorpark,Oxnard,1
4416,KRD - Kutchins-Robbins & Diamond-Ltd.,68%,Business Products & Services,16.38,Illinois,Schaumburg,Chicago,1
4417,Influence & Co.,68%,Advertising & Marketing,7.28,Missouri,Columbia,"Columbia,MO",4
4418,Dane Street,68%,Health,48.80,Massachusetts,Boston,Boston,7
4419,Nightlight Pediatric Urgent Care,67%,Health,9.92,Texas,Sugarland,Houston,6
4420,iVision,67%,IT Management,66.00,Georgia,Atlanta,Atlanta,9
4421,Groggy Dog Sportswear & Graphic Design,67%,Business Products & Services,4.27,Texas,Denton,Dallas,1
4422,Momentum Telecom,67%,Telecommunications,97.65,Georgia,Kennesaw,Birmingham,4
4423,Parker's,67%,Retail,492.65,Georgia,Savannah,"Savannah,GA",5
4424,Walker Elliott,67%,Human Resources,3.60,Texas,Houston,Houston,4
4425,InboundProspect,67%,Advertising & Marketing,3.03,California,Newport Beach,Los Angeles,2
4426,Big Data Supply,67%,Computer Hardware,2.20,California,Santa Ana,Los Angeles,2
4427,Comtec Cloud Management Company,67%,Telecommunications,4.20,New Jersey,Vineland,Vineland,1
4428,VDart,67%,IT Management,132.85,Georgia,Alpharetta,Atlanta,7
4429,Hasko Trading,67%,Manufacturing,4.94,California,Santa Fe Springs,Los Angeles,1
4430,Groover Seminars,67%,Education,2.80,Colorado,Loveland,Fort Collins,1
4431,Freight Management Team,67%,Logistics & Transportation,4.10,Ohio,Lakewood,Cleveland,1
4432,Trelevate,67%,Business Products & Services,7.48,Arizona,Phoenix,Phoenix,3
4433,Interglass Corp,67%,Manufacturing,25.33,Florida,Miami,Miami,1
4434,Impact Advisors,67%,Health,84.76,Illinois,Naperville,Chicago,5
4435,TGRP Solutions,67%,Business Products & Services,4.52,Colorado,Englewood,Denver,1
4436,Karavan Trailers,67%,Manufacturing,68.59,Wisconsin,Fox Lake,"Beaver Dam,WI",1
4437,Pyramid Dental Integration,67%,Health,4.92,Virginia,Vienna,"Washington,DC",1
4438,Exclusive Concepts,67%,Advertising & Marketing,10.90,Massachusetts,Burlington,Boston,9
4439,Adler Windows,67%,Construction,25.69,New York,New York,New York,6
4440,MyJobHelper.com,67%,Business Products & Services,12.65,New York,New York,New York,4
4441,Aggressor Adventures,67%,Travel & Hospitality,42.33,Georgia,Augusta,Augusta,1
4442,Ware Malcomb,67%,Engineering,103.82,California,Irvine,Los Angeles,2
4443,Resonate,67%,Software,43.11,Virginia,Reston,"Washington,DC",7
4444,Classic Rock Fabrication,67%,Manufacturing,16.26,Pennsylvania,Harrisburg,"Harrisburg-Carlisle,PA",1
4445,Wavestone US,67%,IT Management,26.11,Pennsylvania,Radnor,Philadelphia,2
4446,Gaspar Insurance Services,67%,Insurance,5.80,California,WOODLAND HILLS,Los Angeles,2
4447,PJP Marketing,67%,Advertising & Marketing,2.13,New York,Smithtown,New York,2
4448,Exact Solar,67%,Energy,2.42,Pennsylvania,Yardley,Philadelphia,3
4449,Revel Interactive,67%,Advertising & Marketing,2.04,Colorado,Denver,Denver,1
4450,JMJS,67%,Business Products & Services,70.67,Pennsylvania,Smock,Pittsburgh,6
4451,Taradel,67%,Advertising & Marketing,18.07,Virginia,Glen Allen,Richmond,12
4452,Zoom Technical Services,67%,Business Products & Services,10.50,Massachusetts,Woburn,Boston,4
4453,POP Yachts,67%,Consumer Products & Services,8.66,Florida,SARASOTA,Sarasota,2
4454,Critical Link,67%,Engineering,12.73,New York,Syracuse,"Syracuse,NY",2
4455,HMS Global Maritime,67%,Travel & Hospitality,125.72,Indiana,New Albany,Louisville,8
4456,Stored Technology Solutions,67%,IT Services,7.42,New York,Queensbury,"Glens Falls,NY",3
4457,HNH Investment LP,67%,Retail,2.26,Texas,College Station,"College Station-Bryan,TX",1
4458,Momentum Consulting,67%,IT Management,29.31,Florida,Miami Lakes,Miami,4
4459,ConnectYourCare,67%,Health,53.10,Maryland,Hunt Valley,Baltimore,5
4460,Vault Communications,67%,Advertising & Marketing,7.32,Pennsylvania,Plymouth Meeting,Philadelphia,3
4461,Maryland and Delaware Group of Long and Foster,66%,Real Estate,123.64,Maryland,Salisbury,"Salisbury,MD",2
4462,MedRisk,66%,Health,570.02,Pennsylvania,King of Prussia,Philadelphia,13
4463,Connective Talent,66%,Human Resources,11.10,Texas,Houston,Houston,4
4464,Lumitec Lighting,66%,Engineering,16.64,Florida,delray beach,Miami,8
4465,SyncHR,66%,Human Resources,7.69,Colorado,Denver,Denver,1
4466,Intellect Solutions,66%,Government Services,13.94,Virginia,Alexandria,"Washington,DC",1
4467,TENS Rx,66%,Health,3.63,Texas,Montgomery,Houston,2
4468,Advanced Clinical,66%,Health,106.46,Illinois,Deerfield,Chicago,4
4469,Demco Automation,66%,Manufacturing,3.59,Pennsylvania,Quakertown,Philadelphia,2
4470,PRA Business Events New Orleans,66%,Travel & Hospitality,5.41,Louisiana,NEW ORLEANS,New Orleans,1
4471,blueStone Staffing,66%,IT Management,13.56,Illinois,Palatine,Chicago,4
4472,Juno Search Partners,66%,Human Resources,5.98,Pennsylvania,Philadelphia,Philadelphia,4
4473,eHealth Technologies,66%,Health,22.54,New York,West Henrietta,Rochester,3
4474,Illuminate,66%,Business Products & Services,4.46,Massachusetts,Boston,Boston,1
4475,Bottle Rocket Media,66%,Media,2.01,Illinois,Oak Park,Chicago,1
4476,Corporate Essentials,66%,Food & Beverage,27.92,New Jersey,Parsippany,New York,8
4477,Globotech USA Corporation,66%,Advertising & Marketing,6.24,Florida,Miami,Miami,1
4478,Tech-Keys,66%,IT Management,11.68,New Jersey,Howell,New York,2
4479,Staff Matters,66%,Human Resources,11.95,Arizona,Tucson,"Tucson,AZ",4
4480,Midtown Home Improvements,66%,Construction,24.02,Missouri,Ofallon,St. Louis,1
4481,Envision Capital Group,66%,Financial Services,32.69,California,Laguna Hills,Los Angeles,5
4482,The Eye Doctors,66%,Health,4.93,Florida,Tampa,Tampa,1
4483,Dempsey Construction,66%,Construction,89.31,California,Carlsbad,San Diego,1
4484,9Gauge Partners,66%,Financial Services,9.04,Texas,Austin,Austin,5
4485,Parsonex Enterprises,66%,Financial Services,3.21,Colorado,Englewood,Denver,1
4486,Baskervill,66%,Engineering,23.73,Virginia,Richmond,Richmond,1
4487,Consolidated Analytics,66%,Financial Services,22.96,California,Ahaheim,Los Angeles,1
4488,EDG,66%,Engineering,5.04,New York,New York,New York,3
4489,Aterra Real Estate,66%,Real Estate,7.32,Iowa,West Des Moines,Des Moines,5
4490,Azpro,66%,Business Products & Services,11.69,Arizona,Avondale,Phoenix,2
4491,CoTa Global,66%,Consumer Products & Services,7.99,California,Chatsworth,Los Angeles,6
4492,Scalar,66%,Financial Services,7.00,Utah,Utah,Salt Lake City,2
4493,Pro Mach,66%,Manufacturing,872.12,Kentucky,Covington,Cincinnati,9
4494,Fakhoury Global Immigration,66%,Business Products & Services,13.32,Michigan,Troy,Detroit,2
4495,Kenway Consulting,66%,IT Services,12.29,Illinois,Chicago,Chicago,1
4496,Avian,66%,Business Products & Services,43.41,Maryland,Lexington Park,"Lexington Park,MD",10
4497,Trinity Solar,66%,Energy,275.41,New Jersey,Wall,New York,6
4498,Relevant Web Strategies,66%,Business Products & Services,2.37,California,Los Angeles,Los Angeles,1
4499,Ingo Money,66%,Financial Services,28.34,Georgia,Alpharetta,Atlanta,3
4500,Aegis Law,66%,Business Products & Services,3.76,Missouri,Frontenac,St. Louis,1
4501,Azimuth,65%,Government Services,20.27,Ohio,Beavercreek,"Dayton,OH",4
4502,Sriven Technologies,65%,IT System Development,8.41,Virginia,ASHBURN,"Washington,DC",6
4503,Bernard Health,65%,Human Resources,7.05,Tennessee,Nashville,Nashville,3
4504,Summit Wealth Group,65%,Financial Services,9.16,Colorado,Colorado Springs,"Colorado Springs,CO",2
4505,Vantage Point,65%,Computer Hardware,45.11,Wisconsin,kenosha,Chicago,6
4506,Path Interactive,65%,Advertising & Marketing,11.22,New York,New York,New York,4
4507,Ameex Technologies,65%,Software,8.62,Illinois,Schaumberg,Chicago,6
4508,Highlands Residential Mortgage,65%,Financial Services,69.34,Texas,Dallas,Dallas,3
4509,Q Ship USA,65%,Logistics & Transportation,5.55,New York,Brooklyn,New York,3
4510,Premier Automation,65%,Engineering,22.28,Pennsylvania,Monroeville,Pittsburgh,1
4511,Source Alliance Network,65%,Logistics & Transportation,15.53,Illinois,Chicago,Chicago,3
4512,TicketManager,65%,Software,23.35,California,Calabasas,Los Angeles,5
4513,Guaranteed Rate,65%,Financial Services,802.58,Illinois,Chicago,Chicago,10
4514,Poetic Systems,65%,Software,3.73,Texas,Houston,Houston,4
4515,Equator Coffees,65%,Food & Beverage,19.49,California,San Rafael,San Francisco,6
4516,Supreme Resources,65%,Business Products & Services,99.34,Georgia,Atlanta,Atlanta,7
4517,Fuel Talent,65%,Human Resources,5.96,Washington,Seattle,Seattle,2
4518,United Real Estate Group,65%,Real Estate,41.45,Missouri,Kansas City,Kansas City,4
4519,JW Construction,65%,Construction,22.83,Massachusetts,Burlington,Boston,1
4520,Intercare Therapy,65%,Health,23.02,California,Los Angeles,Los Angeles,3
4521,Bizzell Corporation,65%,Government Services,3.11,Wyoming,Cheyenne,"Cheyenne,WY",1
4522,Right Height Manufacturing,65%,Manufacturing,4.94,New Hampshire,Manchester,Manchester,3
4523,Special Aerospace Services,65%,Engineering,14.54,Colorado,Boulder,Boulder,3
4524,BM2 Freight Services,65%,Logistics & Transportation,36.60,Kentucky,Covington,Cincinnati,1
4525,PMA,65%,Advertising & Marketing,10.27,California,Cerritos,Los Angeles,2
4526,Compass Self Storage,65%,Logistics & Transportation,62.47,Ohio,Cleveland,Cleveland,4
4527,The Woodhouse Day Spas,65%,Health,6.67,Texas,Victoria,"Victoria,TX",4
